,case_id,prompt,subject,target_false,target_true
21185,21185,"{}, a citizen of",David Malouf,Denmark,Australia
21186,21186,Where is {}? It is located in,Purdue Wreck,Stockholm,Indianapolis
21187,21187,The headquarter of {} is in,College Football News,Mumbai,Chicago
21188,21188,{} is located in the continent,British Empire,Asia,Americas
21189,21189,{} is in,Post-Soviet states,Kabul,Ukraine
21190,21190,{} was native to,Nuno Lopes,Dresden,Lisbon
21191,21191,"{}, developed by",Zero configuration networking,Microsoft,Apple
21192,21192,The headquarters of {} is in,Interpol,London,Lyon
21193,21193,{} worked in the city of,Antonio Magliabechi,London,Florence
21194,21194,"{}, created in",Sisindri,Italy,India
21195,21195,{} is a native speaker of,Pierre Louis Prieur,English,French
21196,21196,{} is a part of the continent of,Lemaire Island,Europe,Antarctica
21197,21197,"{}, created in",Sesamstraat,Indonesia,Netherlands
21198,21198,"{}, in",Riverside Expressway,Tennessee,Queensland
21199,21199,{} is developed by,Renault Symbol,Chevrolet,Renault
21200,21200,{} was native to,Joseph Clay,Beijing,Philadelphia
21201,21201,{} is in,Southpointe,Pittsburgh,Pennsylvania
21202,21202,{} performs,Lynn Seaton,opera,jazz
21203,21203,{}'s occupation is,Simon Dallow,actor,journalist
21204,21204,The original language of {} is,The Next Day,Hebrew,English
21205,21205,"In {}, the language spoken is",Kalix Municipality,Dutch,Swedish
21206,21206,"{}, who works as",Tom Verica,politician,actor
21207,21207,The genre played by {} is,Herbie Mann,sitcom,jazz
21208,21208,The law in {} declares the language,Equatorial Guinea,English,French
21209,21209,{} speaks,Willem Einthoven,English,Dutch
21210,21210,{} spoke the language,Fernand Gravey,Russian,French
21211,21211,{} plays as,Kirk Rueter,goaltender,pitcher
21212,21212,The official language of {} is,South Korea,Swedish,Korean
21213,21213,"{}, a product created by",Microsoft Office 2003,Google,Microsoft
21214,21214,"{}, that was created in",Base Ball Bear,Miami,Tokyo
21215,21215,{} is located in the continent,Russell East Glacier,Asia,Antarctica
21216,21216,{} died in the city of,Francesco Satolli,Berlin,Rome
21217,21217,{} has the position of,John Lesley,cardinal,bishop
21218,21218,{} is developed by,Wear OS,Sony,Google
21219,21219,{} is within,Somerset Land District,Cardiff,Tasmania
21220,21220,"{}, a product of",iDisk,Intel,Apple
21221,21221,{} professionally plays the sport,Jermaine Jones,basketball,soccer
21222,21222,{} is a native speaker of,Marc Chagall,Spanish,Russian
21223,21223,{} was released on,Unscripted,NBC,HBO
21224,21224,{} plays the instrument,Henri Verbrugghen,piano,violin
21225,21225,"{}, that was started in",Barren Earth,Sydney,Helsinki
21226,21226,The mother tongue of {} is,Marcel Dassault,Russian,French
21227,21227,{} is a part of the continent of,Khabarovsk,Europe,Asia
21228,21228,"{}, whose headquarters are in",Delhi Transport Corporation,Boston,Delhi
21229,21229,{} plays the instrument,Nadia Reisenberg,violin,piano
21230,21230,The twin city of {} is,Ghent,Quebec,Nottingham
21231,21231,{} died in the city of,Anne Redpath,Frankfurt,Edinburgh
21232,21232,{} is located in,Valea lui Mihai,Canada,Romania
21233,21233,The headquarter of {} is located in,Source Cable,London,Hamilton
21234,21234,{} was employed in,Selma Kurz,London,Vienna
21235,21235,The domain of activity of {} is,Ibn Hisham,philosophy,history
21236,21236,"{}, of",Jonathan King,ESPN,BBC
21237,21237,"{}, who works as",Ari Telch,poet,actor
21238,21238,The law in {} declares the language,Japan,Italian,Japanese
21239,21239,The mother tongue of {} is,Skolts,Dutch,Russian
21240,21240,"{}, performing on the",Liz Phair,piano,guitar
21241,21241,{}'s headquarters are in,International Airlines Group,Ankara,London
21242,21242,{} professionally plays the sport,Jackie Robinson,football,baseball
21243,21243,{} is follower of,Taj Mahal,Christianity,Islam
21244,21244,{}'s occupation is,Peter Florin,actor,diplomat
21245,21245,{} is based in,Nymphenburg Porcelain Manufactory,Seattle,Munich
21246,21246,What is the twin city of {}? It is,Nur-Sultan,Beijing,Ankara
21247,21247,{} passed away at,Pierre Cartellier,Constantinople,Paris
21248,21248,{} is located in,Lillie Range,Africa,Antarctica
21249,21249,The headquarter of {} is in,Klipfolio Dashboard,Chicago,Ottawa
21250,21250,{} performs,Humphrey Lyttelton,sitcom,jazz
21251,21251,The occupation of {} is,Arun Kumar Ahuja,composer,actor
21252,21252,"{}, who is a citizen of",Shamash-shum-ukin,Chile,Babylon
21253,21253,"{}, performing on the",Tomaso Antonio Vitali,guitar,violin
21254,21254,"{}, in",Montenegro,Asia,Europe
21255,21255,"{}, in",Bigourdan Fjord,Europe,Antarctica
21256,21256,{} can be found in,Bon Pastor,Belfast,Barcelona
21257,21257,{} used to work in,Alban Berg,Milan,Vienna
21258,21258,"In {}, they understand",Stavropol Krai,Portuguese,Russian
21259,21259,"{}, created in",FIFA,Atlanta,Paris
21260,21260,{} is located in,Saint Petersburg,Asia,Europe
21261,21261,{} is called after,caffeine,red,coffee
21262,21262,What does {} play? They play,Soweto Kinch,opera,jazz
21263,21263,The occupation of {} is,Colin Kenny,politician,actor
21264,21264,"In {}, an official language is",European Union,French,Czech
21265,21265,The official language of {} is,Savukoski,English,Finnish
21266,21266,{} is follower of,Michael Finton,Buddhism,Islam
21267,21267,{} is in,Berne Convention for the Protection of Literary and Artistic Works,Barcelona,Bern
21268,21268,"{}, in",Central Black Forest,Iran,Germany
21269,21269,{} worked in,Claire Waldoff,Paris,Berlin
21270,21270,{} originated from,Elias Hasket Derby,Edinburgh,Salem
21271,21271,{} was born in,Henry W. Moore,Edmonton,Detroit
21272,21272,{} premiered on,Devious Maids,CBS,Lifetime
21273,21273,{} from,No Game No Life,Italy,Japan
21274,21274,{} can be found in,Pomfret School,Edinburgh,Connecticut
21275,21275,"In {}, they understand",Wetzikon,Portuguese,German
21276,21276,{} originated in,Lippincott Williams & Wilkins,Manchester,Philadelphia
21277,21277,{} plays as,Manny Ramirez,linebacker,outfielder
21278,21278,{} is a twin city of,Jeddah,Ankara,Alexandria
21279,21279,{} is located in the country of,Selbu,Belgium,Norway
21280,21280,{} was employed in,John Pye,Cologne,London
21281,21281,{} holds the title of,Geraldo Majella Agnelo,pope,cardinal
21282,21282,{}'s owner,Nd Cube,Sony,Nintendo
21283,21283,"{}, who plays the position",Henk ten Cate,outfielder,midfielder
21284,21284,{} formed in,Miracle Fortress,Sydney,Montreal
21285,21285,The headquarters of {} is in,Boulton & Paul,Atlanta,Norwich
21286,21286,{} is located in,Sahneh County,Singapore,Iran
21287,21287,"{}, the",Masaichi Kaneda,goaltender,pitcher
21288,21288,"{}, developed by",Nissan GT-R,Toyota,Nissan
21289,21289,{} was originally aired on,Island Son,NBC,CBS
21290,21290,{} was formulated in,I Touch Myself,India,Australia
21291,21291,The law in {} declares the language,Ouchy,Dutch,French
21292,21292,The language of {} was,Thulladha Manamum Thullum,English,Tamil
21293,21293,"{}, which is located in",Legnica County,Canada,Poland
21294,21294,{} is a part of the continent of,Millerand Island,Africa,Antarctica
21295,21295,{}'s profession is an,Five Star Krishna,comedian,actor
21296,21296,{} is follower of,Muhammad,Buddhism,Islam
21297,21297,"{}, from",Char 2C,Australia,France
21298,21298,{} was native to,Bilal ibn Ribah,Ajax,Mecca
21299,21299,{} succumbed at,Girolamo Frescobaldi,Connecticut,Rome
21300,21300,{} is located in,Al Ahmadi Governorate,Canada,Kuwait
21301,21301,What is the twin city of {}? It is,Wuhan,Madrid,Bangkok
21302,21302,{}'s position is,Donato Sbarretti,pope,bishop
21303,21303,{} spoke the language,Agoston Haraszthy,French,Hungarian
21304,21304,"{}, a citizen of",Mark Strudal,Poland,Denmark
21305,21305,{} is a part of the continent of,Molar Massif,Africa,Antarctica
21306,21306,"{}, which is located in",Gmina Kleczew,Belgium,Poland
21307,21307,"{}, in",Hippocrates Glacier,Asia,Antarctica
21308,21308,{} performs on the,Louis Prima,piano,trumpet
21309,21309,{} writes in,Diego de Landa,Latin,Spanish
21310,21310,The language of {} was,Ready to Die,Italian,English
21311,21311,"{}, that was created in",Curved Air,Boston,London
21312,21312,"{}, in",Kuwait,Antarctica,Asia
21313,21313,{} was released on,Spyder Games,NBC,MTV
21314,21314,"{}, in",Mount Farrell,Europe,Antarctica
21315,21315,"{}, from",Yahoo! Music,BBC,Yahoo
21316,21316,"{}, located in",Allan Cup,Albania,Canada
21317,21317,{}'s domain of work is,Johannes Fabricius,physiology,astronomy
21318,21318,{} spoke the language,Armand Trousseau,English,French
21319,21319,{} is in,Deep Freeze Range,Asia,Antarctica
21320,21320,{} is located in the country of,Bukit Panjang Single Member Constituency,Russia,Singapore
21321,21321,"{}, that was created in",Shubb,Toronto,California
21322,21322,{} originates from,Abbas Ahmed Atwi,Rome,Lebanon
21323,21323,Which position does {} play? They play as,Ross Barkley,linebacker,midfielder
21324,21324,{} was created by,IBM Lotus Word Pro,Microsoft,IBM
21325,21325,{} speaks,Maurice Tourneur,English,French
21326,21326,{} was created by,Statistical Package for the Social Sciences,Apple,IBM
21327,21327,{} is developed by,Chevrolet Monza (Brazil),Toyota,Chevrolet
21328,21328,{} performs,Philip Glass,blues,opera
21329,21329,{} started in,Caspian Airlines,Perth,Tehran
21330,21330,The headquarters of {} is in,Mitsubishi Corporation,Japan,Tokyo
21331,21331,"{}, who has a citizenship from",Edmund Husserl,Sweden,Germany
21332,21332,{} is within,City of Boroondara,Tennessee,Melbourne
21333,21333,"{}'s capital city,",People's Republic of China,Kabul,Beijing
21334,21334,The original language of {} was,Tu Tu Main Main,English,Hindi
21335,21335,{} is originally from,Francisco Valls Galán,Lincoln,Barcelona
21336,21336,{} worked in the city of,Gustave Paul Cluseret,Berlin,Paris
21337,21337,The language used by {} is,Alexandra Marinina,Dutch,Russian
21338,21338,"{}, whose headquarters are in",Mumtaz Group,London,Bradford
21339,21339,{} originates from,Wolfgang Plagge,Italy,Oslo
21340,21340,{} plays as,Daunte Culpepper,goaltender,quarterback
21341,21341,{} is a product of,Boeing KC-46,Honda,Boeing
21342,21342,"{}, who holds a citizenship from",Soenario,Japan,Indonesia
21343,21343,"In {}, they understand",Spanish Texas,Indonesian,Spanish
21344,21344,The twin city of {} is,Rio de Janeiro,Lisbon,Atlanta
21345,21345,{} was released on,The Comeback,NBC,HBO
21346,21346,"{}, formulated in",ceviche,Japan,Peru
21347,21347,{} originated in,Dagbladet Information,Belgium,Denmark
21348,21348,{} is located in the country of,1C Company,Japan,Russia
21349,21349,{} holds the position of,John Bernard Fitzpatrick,cardinal,bishop
21350,21350,{} plays,Phone Booth,jazz,thriller
21351,21351,What sport does {} play? They play,Charles Barkley,football,basketball
21352,21352,{} premiered on,Lilyhammer,NBC,Netflix
21353,21353,{} works in the field of,Abraham bar Hiyya,philosophy,astronomy
21354,21354,The native language of {} is,Zachris Topelius,French,Swedish
21355,21355,"{}, whose position is that of",Julius II,bishop,pope
21356,21356,{} was created in the country of,Apocalypse Meow,France,Japan
21357,21357,{} worked in the city of,Lewis Hayden,Paris,Boston
21358,21358,"{}, founded in",Orange Juice,Barcelona,Glasgow
21359,21359,{} is based in,Mayo Clinic,Stockholm,Rochester
21360,21360,"{}, who holds the position of",Audomar,Shah,bishop
21361,21361,{} is follower of,Khalid ibn al-Walid,Judaism,Islam
21362,21362,"{}, in",Curzon Islands,Asia,Antarctica
21363,21363,{} is a native speaker of,Julie Delpy,Portuguese,French
21364,21364,Where is {}? It is located in,Montreal Convention,Frankfurt,Montreal
21365,21365,{} belongs to the continent of,Mount Tyree,Africa,Antarctica
21366,21366,"{}, who plays the position",Lee Sharpe,goaltender,midfielder
21367,21367,{} performs,Addison Farmer,opera,jazz
21368,21368,{} is a part of the continent of,Kochi,Antarctica,Asia
21369,21369,{} is in,Dance Umbrella,Berlin,London
21370,21370,{}'s profession is a,Masato Wada,journalist,actor
21371,21371,"{}, who is a citizen of",Jean de Reszke,Thailand,Poland
21372,21372,{} is developed by,Internet Explorer Mobile,Nintendo,Microsoft
21373,21373,{} speaks,Constantijn Huygens,Italian,Dutch
21374,21374,"{}, created by",Jeep Patriot,Nissan,Jeep
21375,21375,"{}, the",Seth Lakeman,guitar,violin
21376,21376,{} is produced by,Acura TSX,BMW,Honda
21377,21377,The original language of {} is,Vishwa Thulasi,Dutch,Tamil
21378,21378,"{}, a native",Paul Klebnikov,English,Russian
21379,21379,"{}, from",Scene7,Croatia,Adobe
21380,21380,{} is a native speaker of,Michel Saint-Denis,Korean,French
21381,21381,{} is originally from,Rustee Allen,Rome,Monroe
21382,21382,"{}, speaker of",Pierre Emmanuel,Dutch,French
21383,21383,The headquarter of {} is located in,Csepel SC,Ottawa,Budapest
21384,21384,{} is located in,Denmark,Antarctica,Europe
21385,21385,"{}, which is named after",Strait of Gibraltar,Belfast,Gibraltar
21386,21386,{} was originally from,Walter Seymour Allward,Salvador,Toronto
21387,21387,{} is a part of the continent of,Turkey,Antarctica,Asia
21388,21388,{} was originally aired on,The Morey Amsterdam Show,ESPN,CBS
21389,21389,{} is a twin city of,Nizhny Novgorod,Madrid,Philadelphia
21390,21390,{}'s profession is an,Mustafa Khalil,actor,politician
21391,21391,The original language of {} is,English Hymnal,Russian,English
21392,21392,"In {}, an official language is",Veyrier,Russian,French
21393,21393,The expertise of {} is,Julian Schwinger,astronomy,physics
21394,21394,{} was created in the country of,Nymphomaniac,Canada,Denmark
21395,21395,"{}, who works for",Sydney Newman,ESPN,BBC
21396,21396,{} passed away at,Jean-Joseph de Mondonville,Berlin,Paris
21397,21397,{} originates from,Andrea Alciato,Toronto,Milan
21398,21398,"{}, the",Paul Kariya,baseball,hockey
21399,21399,The language of {} was,Madeline,Icelandic,English
21400,21400,{} follows the religion of,Akbar,Buddhism,Islam
21401,21401,"In {}, the language spoken is",Botswana,Croatian,English
21402,21402,{} found employment in,"James Hannen, Baron Hannen",Berlin,London
21403,21403,{}'s occupation is,Corinne Luchaire,politician,actor
21404,21404,The location of {} is,Cyclone Tracy,Leicester,Darwin
21405,21405,The headquarters of {} is in,Bloc populaire,Vancouver,Montreal
21406,21406,{} took up work in,Heinrich Graetz,Moscow,Munich
21407,21407,{} is located in,Miziya Peak,Asia,Antarctica
21408,21408,"{}, that was started in",Chandler Motor Car,London,Cleveland
21409,21409,{} passed away at,Benno Moiseiwitsch,Vienna,London
21410,21410,The language of {} was,La Stampa,German,Italian
21411,21411,{} belongs to the continent of,Brahms Inlet,Europe,Antarctica
21412,21412,{} is from,Google Reader,Italy,Google
21413,21413,{}'s position is,Boniface VIII,bishop,pope
21414,21414,{} plays the instrument,Max Rostal,guitar,violin
21415,21415,"{}, produced by",Mini Countryman,Chevrolet,BMW
21416,21416,The language of {} is,WCW Monday Nitro,Swedish,English
21417,21417,The location of {} is,Charlottenborg Palace,Lawrence,Copenhagen
21418,21418,{} worked in the city of,Giacomo Doria,London,Rome
21419,21419,{} is follower of,Jack Ward,Buddhism,Islam
21420,21420,{} took up work in,James Joyce,Vienna,Paris
21421,21421,{} passed away in,Chevalier de Saint-George,Boston,Paris
21422,21422,{} was from,The Leopard,India,Italy
21423,21423,"{}, a product manufactured by",V8,Microsoft,Google
21424,21424,{} succumbed at,John Dee,Naples,Surrey
21425,21425,"{}, that was formulated in",Mondo Rock,Philippines,Australia
21426,21426,{} works in the field of,Allan Sandage,musician,astronomy
21427,21427,{} belongs to the continent of,Demay Point,Asia,Antarctica
21428,21428,{} holds a citizenship from,Atsunori Inaba,Belgium,Japan
21429,21429,{}'s profession is an,Alonzo Bodden,architect,actor
21430,21430,{} is located in,Aleko Rock,Africa,Antarctica
21431,21431,{} works as,Kimika Yoshino,composer,actor
21432,21432,{} is affiliated with the,Brazilian Football Confederation,UFO,FIFA
21433,21433,"{}, who is employed by",John Timpson,ESPN,BBC
21434,21434,"{}, a product created by",IBM Lotus Symphony,Google,IBM
21435,21435,{} speaks the language,Pere Gimferrer,Hindi,Spanish
21436,21436,{} originated in,Deaf School,Budapest,Liverpool
21437,21437,{}'s profession is a,Cal Lampley,journalist,composer
21438,21438,{} speaks the language,Michael Moore,Hebrew,English
21439,21439,The original language of {} is,Europa riconosciuta,Indonesian,Italian
21440,21440,{} plays,Lu Watters,trance,jazz
21441,21441,{} is a part of the,Jon Anderson,FIFA,Yes
21442,21442,{} spoke the language,Luc Besson,Italian,French
21443,21443,What is the twin city of {}? It is,Dubai,Beijing,Istanbul
21444,21444,{} was born in,Chico DeBarge,Belfast,Detroit
21445,21445,{} speaks the language,Jean Crotti,Hebrew,French
21446,21446,{} spoke the language,Josiane Balasko,Russian,French
21447,21447,{} is a twin city of,Sofia,Rome,Prague
21448,21448,"{}, a product manufactured by",Windows 2.1x,Sega,Microsoft
21449,21449,{} speaks the language,David Warrilow,Persian,English
21450,21450,"{}, who holds a citizenship from",Alfonso Ugarte,Italy,Peru
21451,21451,{} plays,Jim Brown,baseball,football
21452,21452,{} plays the instrument,Scott Klopfenstein,piano,trumpet
21453,21453,{}'s headquarters are in,Socimi,Beijing,Italy
21454,21454,{} is created by,BMW 7 F01 F02,Nissan,BMW
21455,21455,{} was a product of,Windows Embedded,Apple,Microsoft
21456,21456,"{}, located in",Kingston Whig-Standard,Israel,Canada
21457,21457,"{}, a citizen of",Alain Corneau,Canada,France
21458,21458,{} owner,El Alto International Airport,Google,Bolivia
21459,21459,The headquarter of {} is located in,Hibernian L.F.C.,Glasgow,Edinburgh
21460,21460,The language of {} was,36 Vayadhinile,Danish,Tamil
21461,21461,"{}, that was created in",Gambro,Reading,Lund
21462,21462,{} holds a citizenship from,Salvador Zerboni,France,Mexico
21463,21463,{} is a part of the continent of,Cape Ducorps,Asia,Antarctica
21464,21464,{} was born in,Ranavalona I,Bree,Madagascar
21465,21465,{} is located in,Botad,Victoria,Gujarat
21466,21466,{} was named after,Albany International Airport,Sheffield,Albany
21467,21467,{}'s profession is a,Dietrich Eckart,actor,politician
21468,21468,{} died at,Tony Benn,Lisbon,London
21469,21469,"{}, whose headquarters are in",Cambridge University Press,Warsaw,Cambridge
21470,21470,"{}, created by",IBM System R,Adobe,IBM
21471,21471,{} plays the instrument,Isadar,violin,piano
21472,21472,{} speaks the language,William James,French,English
21473,21473,{} works as,Alfred Francis Russell,diplomat,politician
21474,21474,"{}, who plays the position",Randy Gradishar,midfielder,linebacker
21475,21475,"{}, a product of",Portable Document Format,Apple,Adobe
21476,21476,{} is native to,Ignazio Gardella,London,Milan
21477,21477,{} was employed in,Aldus Manutius,Berlin,Venice
21478,21478,{}'s domain of activity is,Paul Broca,physician,anatomy
21479,21479,{} speaks the language,Thomas Hobbes,English,Latin
21480,21480,{} has a citizenship from,Patrick Chinamasa,Germany,Zimbabwe
21481,21481,"In {}, an official language is",International Association of Athletics Federations,Hindi,French
21482,21482,{} is created by,Toyota Fortuner,Suzuki,Toyota
21483,21483,{} from,Schnitzel Paradise,Spain,Netherlands
21484,21484,{} was created in,Fischertechnik,Spain,Germany
21485,21485,"In {}, they understand",Dominican Republic,French,Spanish
21486,21486,{} was started in,Solex,Melbourne,Paris
21487,21487,{} professionally plays the sport,Yao Ming,soccer,basketball
21488,21488,{} works as,Aruna Irani,journalist,actor
21489,21489,The language used by {} is,Remy de Gourmont,English,French
21490,21490,"{}, who holds the position of",Aper of Toul,pope,bishop
21491,21491,{} is in,Mauna Kea,Wyoming,Hawaii
21492,21492,The language used by {} is,Dilip Kumar,Spanish,Hindi
21493,21493,"{}, created by",XEDIT,Google,IBM
21494,21494,{} follows the religion of,Stanley Hauerwas,Islam,Christianity
21495,21495,"{}, the",Pud Galvin,quarterback,pitcher
21496,21496,{} is located in,Mandaeism,Athens,Iraq
21497,21497,{} is produced by,M6 Gun Motor Carriage,Renault,Dodge
21498,21498,"{}, who plays",Einojuhani Rautavaara,jazz,opera
21499,21499,{} plays as,Carlos Alberto Torres,midfielder,defender
21500,21500,The profession of {} is,"Eoin Ryan, Jnr",actor,politician
21501,21501,{} plays as,Woodrow Dantzler,linebacker,quarterback
21502,21502,What is the twin city of {}? It is,Belo Horizonte,Istanbul,Lisbon
21503,21503,Where is {}? It is located in,London Independent Film Festival,Pasadena,London
21504,21504,{} was created in,Pavitra Rishta,Bangladesh,India
21505,21505,{} has a citizenship from,Masaccio,Canada,Italy
21506,21506,{} died at,Tomaso Albinoni,Rome,Venice
21507,21507,{} is employed by,John Humphrys,Google,BBC
21508,21508,{} took up work in,Alfred Flechtheim,London,Berlin
21509,21509,{} is a product of,Scion xD,Nissan,Toyota
21510,21510,{} plays as,Drew Brees,midfielder,quarterback
21511,21511,The twin city of {} is,Bangkok,Karachi,Beijing
21512,21512,The official language of {} is,Reichskommissariat Moskowien,Persian,Russian
21513,21513,The language of {} was,Finnish Wikipedia,Latin,Finnish
21514,21514,What does {} play? They play,Markus Schulz,jazz,trance
21515,21515,{} premiered on,Samson & Goliath,CBS,NBC
21516,21516,{} is located in the continent,Antarctic Treaty System,Africa,Antarctica
21517,21517,{} can be found in,Festning Tunnel,Vermont,Oslo
21518,21518,{} is headquartered in,Harlan and Hollingsworth,Ankara,Wilmington
21519,21519,{} has a citizenship from,Priyanandanan,Spain,India
21520,21520,{}'s life ended in,Ehrenfried Walther von Tschirnhaus,Rome,Dresden
21521,21521,The occupation of {} is,Manuel Aznar Zubigaray,composer,diplomat
21522,21522,{} was released on,The Andy Griffith Show,NBC,CBS
21523,21523,{} works in the field of,Paul Radin,anatomy,anthropology
21524,21524,{} was formulated in,Beyblade: Metal Fusion,Mexico,Japan
21525,21525,{} is located in,University of Bern,Canada,Switzerland
21526,21526,Which position does {} play? They play as,Garry Unger,pitcher,centre
21527,21527,"{}, whose headquarters are in",TSAR Publications,Seattle,Toronto
21528,21528,{}'s domain of activity is,Elias James Corey,geometry,chemistry
21529,21529,"{}, who plays the position",Bobby Layne,linebacker,quarterback
21530,21530,The language of {} was,Construction Time Again,Spanish,English
21531,21531,{} premieres on,Hollywood Game Night,PBS,NBC
21532,21532,"In {}, the language spoken is",Republic of Buryatia,German,Russian
21533,21533,"{}, in",Mount Harker,Asia,Antarctica
21534,21534,{} was born in,Aaron Parks,Montreal,Seattle
21535,21535,"{}, who is a citizen of",Szymon Szymonowic,Canada,Poland
21536,21536,{} is a native speaker of,Ernest Picard,English,French
21537,21537,{} expired at,Alexander VIII,London,Rome
21538,21538,{} works as,Te Ata Fisher,diplomat,actor
21539,21539,The capital city of {} is,Flanders,Delhi,Brussels
21540,21540,{} spoke the language,Jean Rostand,Russian,French
21541,21541,The official language of {} is,Bernese Jura,Croatian,French
21542,21542,"{}, a native",Vincent Rottiers,Russian,French
21543,21543,{} speaks the language,Joaquin Mir Trinxet,English,Spanish
21544,21544,{} spoke the language,Marie Glory,Dutch,French
21545,21545,{} follows the religion of,ayatollah,Buddhism,Islam
21546,21546,"{}, speaker of",Farid Chopel,English,French
21547,21547,{} writes in,Emilio de' Cavalieri,Russian,Italian
21548,21548,What does {} play? They play,Pete York,blues,jazz
21549,21549,{} is to debut on,CHiPs,CBS,NBC
21550,21550,{} works as,Ben Joseph Green,politician,mathematician
21551,21551,{} was native to,Nicholas Nixon,London,Detroit
21552,21552,"In {}, the language spoken is",Saint Vincent and the Grenadines,Latin,Spanish
21553,21553,{} is from,Oto Melara,Chicago,Leonardo
21554,21554,The law in {} declares the language,Humppila,Latin,Finnish
21555,21555,{} writes in,James Sully,Latin,English
21556,21556,{} plays as,Brad Thiessen,midfielder,goaltender
21557,21557,{} is a product of,Microsoft Publisher,IBM,Microsoft
21558,21558,{} was created in,T.Love,Italy,Poland
21559,21559,{} plays,Joe Garagiola Sr.,hockey,baseball
21560,21560,{} is written in,The Elusive Avengers,Hebrew,Russian
21561,21561,"{}, produced by",iTunes Remote,Sony,Apple
21562,21562,"{}, speaker of",Vladimir Bekhterev,French,Russian
21563,21563,{} is affiliated with the,Somali Football Federation,Slayer,FIFA
21564,21564,{}'s profession is a,Josefina Pla,politician,journalist
21565,21565,{} died at,Ted Fujita,Philadelphia,Chicago
21566,21566,"{}, who plays",Digby Fairweather,disco,jazz
21567,21567,{} worked in the city of,Yigael Yadin,Berlin,Jerusalem
21568,21568,"In {}, they understand",Ilmajoki,Serbian,Finnish
21569,21569,The location of {} is,1960 Summer Paralympics,Slovakia,Rome
21570,21570,{} is in,Brialmont Cove,Europe,Antarctica
21571,21571,"{}, in",La Bayou,Colorado,Nevada
21572,21572,{} originated from,Amelia Opie,Calgary,Norwich
21573,21573,"{}, a citizen of",Joseph Csaky,India,Hungary
21574,21574,{} was formulated in,The Diplomat,Canada,Japan
21575,21575,{} is owned by,BMW Motorrad,Sony,BMW
21576,21576,{}'s occupation is,Suzanne Crouch,actor,politician
21577,21577,{} was formed in,Sinai Beach,London,Riverside
21578,21578,The mother tongue of {} is,Anna Kournikova,French,Russian
21579,21579,{} debuted on,American Morning,MTV,CNN
21580,21580,{} works as,Jenny Powers,philosopher,actor
21581,21581,The law in {} declares the language,Azerbaijan Soviet Socialist Republic,French,Russian
21582,21582,"{}, in",Atlantic Club Ridge,Europe,Antarctica
21583,21583,{} holds a citizenship from,Marco Mengoni,Babylon,Italy
21584,21584,The domain of work of {} is,Joseph Campbell,physics,mythology
21585,21585,{} is a native speaker of,Robert Buron,Russian,French
21586,21586,{} speaks,Maria de Medeiros,Thai,French
21587,21587,"{}, formulated in",The Dewarists,Japan,India
21588,21588,{} is located in,The Black Cap,Belfast,London
21589,21589,{} debuted on,Emergency!,CBS,NBC
21590,21590,{} can be found in,Castle,Louisiana,Belfast
21591,21591,{}'s profession is a,Michelan Sisti,astronaut,actor
21592,21592,The original language of {} is,Do Not Disturb,French,English
21593,21593,{} speaks the language,Bruno Tabacci,French,Italian
21594,21594,{} follows the religion of,Jesus in Islam,Buddhism,Islam
21595,21595,{} is known for performing,Cobblestone Records,satire,jazz
21596,21596,"{}, in",Palana,Poland,Russia
21597,21597,The headquarter of {} is located in,Sheffield United F.C.,Greenwich,Sheffield
21598,21598,"{}, who is a citizen of","Catherine de Vivonne, marquise de Rambouillet",Norway,France
21599,21599,The official language of {} is,Union of European Football Associations,Russian,French
21600,21600,{} specializes in,Johann Georg Gmelin,chemistry,medicine
21601,21601,{} is based in,Centralwings,London,Warsaw
21602,21602,{} speaks,Alfred Russel Wallace,Polish,English
21603,21603,What is the twin city of {}? It is,Los Angeles,Venice,Vancouver
21604,21604,"{}, who is a citizen of",Natallia Solohub,England,Belarus
21605,21605,{} plays,Lettuce,jazz,funk
21606,21606,{}'s owner,Sky Sports F1,BBC,Sky
21607,21607,{} belongs to the continent of,Seychelles,Antarctica,Africa
21608,21608,{} can be found in,Wellington Catholic District School Board,Oregon,Ontario
21609,21609,{} is affiliated with,Bulgaria,FIFA,NATO
21610,21610,"{}, who has the position of",Magloire,pope,bishop
21611,21611,{} is a part of the continent of,Hull Bay,Africa,Antarctica
21612,21612,{} was created by,Adobe Flash Player,Google,Adobe
21613,21613,The original language of {} was,Baaz,Hebrew,Hindi
21614,21614,{} worked in the city of,Jean Paul,Madrid,Berlin
21615,21615,{} has the position of,Silverius,cardinal,pope
21616,21616,"{}, who plays the position",Brent Krahn,midfielder,goaltender
21617,21617,{} can be found in,2002 Australian Open,London,Melbourne
21618,21618,"{}, speaker of",Ferdinand-Alphonse Hamelin,English,French
21619,21619,{} is in,Sartorius Point,Africa,Antarctica
21620,21620,{} died at,Dimitri Kirsanoff,Monaco,Paris
21621,21621,{} is a member of,North Korea,FIFA,UNESCO
21622,21622,"{}, that was formulated in",Brihonnola,Canada,Bangladesh
21623,21623,{} is located in,Royal National Theatre,Alabama,London
21624,21624,What does {} play? They play,Dennis Rea,musical,jazz
21625,21625,"{}, a product created by",Google Desktop,Apple,Google
21626,21626,{} speaks,Yuval Steinitz,Russian,Hebrew
21627,21627,"{}, located in",Rudrur,Philippines,India
21628,21628,{} speaks,Caroline Alice Elgar,Finnish,English
21629,21629,{} is in,Battle of Powick Bridge,Rome,Worcester
